Card_Holder_Name,Card_Number,CVV,Expiry_Date,City
Phillip Collins,4.20E+15,87,Aug-35,Ourinhos
Brandee X Mumford,6.23E+15,207,31-Aug,Osvaldo Cruz
Sam Y Snyder,3.50E+14,7824,22-Jun,OsÌ_rio
Debi Moffatt,3.58E+15,416,23-Jun,Osasco
Michele Mcpherson,5.47E+15,758,28-Aug,Orleans
Myesha Y Rollo,4.58E+15,271,11-Aug,OrlÌ¢ndia
Pauline P Blair,3.54E+15,485,20-May,Oliveira
Amalia W Mayo,3.80E+14,9409,16-Nov,OlÌ_mpia
Patricia H Browning,3.54E+15,769,14-May,Novo Horizonte
Willetta Mcglothlin,5.13E+15,500,13-Sep,Novo Hamburgo
Kyle L Jones,6.01E+15,358,25-Sep,Nova ViÌ¤osa
Lakiesha F Emmert,3.73E+14,7940,24-Mar,Nova VenÌ©cia
Gilbert Y Lindsay,4.48E+15,494,Feb-34,Nova Prata
Lonnie Stanley,4.30E+15,640,29-Dec,Nova PetrÌ_polis
Frank N Jennings,5.40E+15,561,9-Aug,Nova OlÌ_mpia
Brett Snapp,5.39E+15,435,Apr-34,Nova Odessa
Dan Daniel,5.11E+15,250,16-Jun,Nova Lima
Gavin Copper,3.58E+15,292,15-Nov,Nova IguaÌ¤u
Laura R Scott,3.56E+15,355,28-Feb,Nova Granada
Doria J Call,4.22E+15,276,20-Sep,Nova Friburgo
Yolanda Curtis,3.56E+15,182,16-Aug,Nova Era
Tristan Behrens,3.74E+14,2900,21-Dec,Nossa Senhora do Socorro
Tammy K Sims,4.01E+15,936,25-Jan,Nossa Senhora da GlÌ_ria
Karan Castro,4.24E+15,632,Aug-33,NiterÌ_i
Ernest P Bradford,3.53E+15,158,20-Oct,NiquelÌ¢ndia
Phillip E Bonner,3.09E+13,927,24-Mar,NilÌ_polis
James K Glenn,3.46E+14,8911,Nov-36,NerÌ_polis
Filomena Staten,3.54E+15,168,26-Jul,Nepomuceno
Jeff V Ware,3.48E+14,139,13-Nov,NazarÌ©
Douglas E Shiflett,4.70E+15,308,24-Dec,NaviraÌ_
Peter B Mccarthy,6.01E+15,866,18-Apr,Navegantes
Kathy Blomquist,5.50E+15,494,16-Aug,Nanuque
Stephen E Odom,6.46E+15,854,20-Nov,Muzambinho
Shaquita W Marx,3.05E+13,116,Jan-33,Muritiba
Glen Y Velazquez,5.39E+15,589,Jan-34,MuriaÌ©
Julio K Beech,4.52E+15,846,26-Oct,Mucuri
Nicholas J Talley,4.26E+15,689,Oct-33,Morro do ChapÌ©u
Anthony Padron,3.79E+14,5672,15-Aug,Morro Agudo
Bobby O Cain,5.27E+15,996,25-Jul,Morrinhos
Jesse M Stubblefield,3.42E+14,9609,23-Nov,Montes Claros
Victor Jefferson,5.20E+15,972,11-Nov,Monte Santo de Minas
Sharlene Gallaher,5.47E+15,685,26-Sep,Montenegro
Mike W Leblanc,5.36E+15,930,19-Dec,Monte Mor
Joel Mclellan,3.55E+15,998,17-Mar,Monte Carmelo
Hector Benson,4.47E+15,957,17-Sep,Monte Azul Paulista
Trudy A Sherwin,3.56E+15,972,17-May,Monte AprazÌ_vel
Joan K Gates,5.11E+15,255,26-Jan,Monte Alto
Paul Faust,5.30E+15,164,13-Oct,MongaguÌÁ
Greg I Lancaster,4.23E+15,500,24-Jul,Mogi Mirim
Carol Y Weidman,4.40E+15,46,18-Jan,Mogi GuaÌ¤u
Lorraine Gallagher,3.04E+13,690,18-Jul,Mogi das Cruzes
Vance Z Villa,6.01E+15,120,23-Nov,Mococa
Don K Pratt,6.58E+15,551,21-Jul,MirandopÌ_lis
Kyla Z Mckenna,3.06E+13,672,30-Oct,Miracema
Clara G Ramsey,3.41E+14,1003,18-Aug,Mineiros
Jennie O Ballenger,5.32E+15,764,25-Sep,Miguel Pereira
Ramon G Ortiz,3.55E+15,677,17-Apr,MiguelÌ_polis
Florence Chipman,6.01E+15,771,28-Sep,Mendes
Yolanda Lowe,6.01E+15,58,17-Mar,Medianeira
Gigi G Forrest,4.69E+15,356,16-Nov,Medeiros Neto
Mario C Klein,3.55E+15,594,15-Jun,MauÌÁ
Graciela J Stroh,5.19E+15,371,Mar-35,Matozinhos
Deborah Hale,4.18E+15,617,30-Dec,Mateus Leme
Ashlyn E Westberry,6.01E+15,866,19-Jun,MatÌ£o
Sandra R Sexton,3.57E+15,55,17-Mar,Mata de SÌ£o JoÌ£o
Geraldine I Kirkpatrick,3.54E+15,780,31-Dec,Mascote
Dustin F Kirby,6.01E+15,630,19-Dec,MartinÌ_polis
Edmund Macleod,6.01E+15,906,15-Jun,MaringÌÁ
Cathy Combs,3.04E+13,980,Nov-32,MarÌ_lia
Rafael Gurrola,5.25E+15,252,28-Jan,MaricÌÁ
Billy Young,6.45E+15,492,29-Apr,Mariana
Tony Logan,3.58E+15,712,22-Mar,Marialva
Calvin O Bush,3.05E+13,509,21-Jan,Marechal CÌ¢ndido Rondon
Maddie Y Elbert,3.46E+14,4684,Dec-33,Marau
Brian U Barlow,6.01E+15,851,18-Mar,Marataizes
Sharmaine N Baxley,3.53E+15,687,26-Oct,Maragogipe
Dawn Kemp,5.19E+15,690,18-Dec,MaracÌÁs
Marion O Barta,3.77E+14,8140,13-Jun,Maracaju
Katie Z Wagner,5.40E+15,537,22-Jan,Manhumirim
Perry M Torrence,3.04E+13,221,29-Jul,ManhuaÌ¤u
Catherine Larsen,4.27E+15,132,17-Dec,Mangaratiba
Nery E Monge,3.55E+15,309,29-Apr,Mandaguari
Eleanor J Pugh,3.57E+15,556,27-Jan,MairiporÌ£
Hang Hedge,4.49E+15,166,11-Apr,Mairinque
Alvin W Bolton,5.36E+15,112,23-Dec,Mafra
Thomas P Cull,6.01E+15,468,26-Dec,Machado
Randy Sanford,5.49E+15,976,27-Dec,Macatuba
Launa O Hunsaker,4.50E+15,167,29-Feb,MacaÌ©
Roger O Moss,3.04E+13,537,8-Feb,LuziÌ¢nia
Delpha U Avelar,4.10E+15,314,22-Jun,Lucas
Ramon R Guzman,3.80E+14,1516,17-Nov,Louveira
Elouise W Deason,3.63E+13,731,17-Mar,Lorena
Ann H Mathews,6.01E+15,834,31-Aug,Londrina
Joann G Cairns,4.59E+15,118,17-Aug,Loanda
Katie R Walsh,3.57E+15,941,23-Oct,Livramento do Brumado
Cathie Z Raposa,4.68E+15,823,22-Feb,Lins
Barbara Morrison,3.58E+15,424,13-Jan,Linhares
Vernie Leader,6.01E+15,664,26-Aug,Limeira
Juan U Nolan,3.56E+15,127,27-Oct,Leopoldina
Kelli K Cockrell,3.40E+14,8280,11-Feb,LenÌ¤Ì_is Paulista
Derrick Shaffer,3.58E+15,140,30-Jan,Leme
Kyra A Lapp,3.58E+15,80,15-Aug,Lavras
Kathleen A Lane,3.77E+14,2564,13-Dec,Laranjeiras do Sul
Duane Haupt,3.73E+14,6958,29-Jan,Laranjeiras
Travis P Joyner,4.23E+15,204,14-Feb,Laranjal Paulista
Kyoko Hutchinson,5.37E+15,183,Aug-32,Lapa
Jamie A Lloyd,3.53E+15,585,29-Apr,Lajinha
Mauricio U Mangrum,3.47E+14,9969,24-Aug,Lages
James T Pickett,3.59E+15,731,21-Oct,Lajeado
Kareem I Gailey,4.56E+15,793,26-Feb,Laguna
Norma R Garrison,3.41E+14,499,29-Oct,Lagoa Vermelha
Millard Ahearn,3.58E+15,17,28-Aug,Lagoa Santa
Kim A Erickson,4.17E+15,523,16-Feb,Lagoa da Prata
Vonnie M Dotson,3.54E+15,271,28-Dec,Lagarto
Margaret F Sampson,3.03E+13,732,28-Jun,LadÌÁrio
Victor R Castor,3.56E+15,11,16-May,JundiaÌ_
Dustin V Bates,3.45E+14,4779,27-Oct,JÌ¼lio de Castilhos
Nicky Dufrene,5.42E+15,679,16-Apr,Juiz de Fora
Joanne Y Drake,3.03E+13,198,15-Mar,Juatuba
Natashia Zink,3.57E+15,263,15-Jan,JosÌ© BonifÌÁcio
Amanda Z Grimes,3.77E+14,5497,Sep-32,Joinville
Norris A Sprinkle,3.58E+15,153,25-Dec,JoÌ£o Pinheiro
Carolyn Morse,5.25E+15,318,13-Sep,JoÌ£o Monlevade
Madalyn Hudak,5.36E+15,986,30-Dec,JoaÌ¤aba
Erin H Meyer,5.27E+15,663,17-May,Jeremoabo
Darryl B Dennis,3.55E+15,713,18-Dec,Jequitinhonha
Stacy Orr,4.87E+15,576,17-Jan,JequiÌ©
Ralph Seng,4.68E+15,546,22-Sep,JaÌ¼
Jack I Mccormick,3.71E+14,6227,19-Nov,JataÌ_
Apolonia Marrs,5.22E+15,362,21-May,Jarinu
Geraldine H Lamb,4.76E+15,222,23-May,JardinÌ_polis
Zachariah Haney,4.76E+15,233,22-May,Jardim
Lynn H Kaufman,3.81E+13,743,14-Feb,JaraguÌÁ do Sul
Arianna M Rohr,3.53E+15,570,24-Apr,JaraguÌÁ
Keith I Thomas,5.10E+15,682,Sep-34,Japeri
Elisa H Vetter,6.54E+15,424,18-Apr,JanuÌÁria
Lois Mejia,6.22E+15,658,Sep-34,Jandira
Neil H Benites,3.56E+15,184,29-Feb,Jandaia do Sul
Dean Bean,3.47E+14,1692,19-Nov,JanaÌ¼ba
Hilario D Benbow,6.01E+15,419,27-Apr,Jales
Bonnie M Fields,5.11E+15,201,11-Mar,JaguariÌ¼na
Rhiannon M Gomes,3.02E+13,849,30-Mar,JaguariaÌ_va
Patrick G Greene,5.17E+15,387,21-Aug,Jaguarari
Arie Cormier,6.55E+15,848,24-Feb,JaguarÌ£o
Martin A Bruce,3.57E+15,875,20-Jun,Jaguaquara
Pasty M Desmond,3.58E+15,488,17-May,Jacutinga
Nicholas Stuart,5.29E+15,612,16-May,Jacobina
Wilburn O Fetter,3.78E+14,8372,24-Oct,Jaciara
Laura Avery,5.25E+15,369,9-Jan,Jacarezinho
Azalee X Tennant,3.46E+14,972,16-Jul,JacareÌ_
Rhonda M Mckee,3.04E+13,546,Sep-34,Jaboticabal
Dalton F Coble,3.59E+15,999,Jun-33,Ivoti
Wayne Serrano,3.56E+15,826,23-Jun,Ituverava
Brenton P Humphrey,3.55E+15,78,30-May,Iturama
Cindy Q Briggs,6.58E+15,689,24-Jun,Itupeva
Emilee Birdsall,6.01E+15,816,22-Nov,Itumbiara
Betty Burgess,6.01E+15,100,20-Aug,Ituiutaba
Katerine W Rathbone,5.40E+15,640,25-Feb,ItuberÌÁ
Dana I Adkins,3.57E+15,903,19-Dec,Itu
Lucas Jiminez,5.33E+15,906,8-Mar,ItororÌ_
Tony A Tran,4.92E+15,897,17-Mar,ItaÌ¼na
Rutha Shanklin,3.04E+13,898,17-Aug,Itatinga
Dorothy Duran,5.19E+15,350,25-May,Itatiba
Orpha E Wynn,3.75E+14,8945,14-Sep,ItararÌ©
Calvin Q Owens,3.06E+13,41,28-Feb,Itaqui
George M Kraft,4.47E+15,814,21-Nov,Itaquaquecetuba
Dana Jarvis,4.35E+15,629,Oct-32,Itapuranga
Francisco O Kerr,6.57E+15,218,Mar-33,ItÌÁpolis
Todd R Rios,6.01E+15,157,26-Apr,Itapira
Marilee A Camargo,4.85E+15,259,22-Oct,Itapevi
Lloyd Riddle,3.03E+13,863,18-Sep,Itapeva
Willis T Augustin,6.54E+15,721,14-May,Itapetininga
Debbie G Cleveland,3.02E+13,569,16-Feb,Itapetinga
Casimira D Mckelvey,5.24E+15,638,14-Jun,Itaperuna
Beverly D Moody,5.50E+15,379,30-Aug,ItaperuÌ¤u
Myles B Lockhart,6.01E+15,462,21-Mar,Itapemirim
Norma Powell,3.05E+13,196,21-Jul,Itapema
Lucius Guffey,3.42E+14,3522,28-Dec,Itapecerica da Serra
Clarence Cote,3.00E+13,756,31-Aug,Itapecerica
Larry M Castaneda,5.27E+15,321,15-Mar,Itaparica
Jose B Bowman,3.72E+14,6543,25-Oct,Itapaci
Winford G Guertin,3.54E+15,553,13-Aug,Itaocara
Patricia Y Joyner,4.76E+15,447,27-Aug,ItanhaÌ©m
Carey Pearson,3.03E+13,301,21-Aug,ItambÌ©
Annie Fitzpatrick,5.42E+15,452,16-Nov,Itamarandiba
Erik Z Merchant,5.19E+15,6,28-Feb,Itamaraju
Donald U Cabrera,3.57E+15,224,25-Oct,ItajuÌ_pe
Jenell A Carvajal,4.71E+15,538,15-Jul,ItajubÌÁ
Tony P Bass,6.55E+15,853,Jun-33,ItajaÌ_
Keith R Gustin,6.01E+15,77,24-Jan,ItaÌ_
Frances Finch,3.54E+15,724,18-Aug,ItaguaÌ_
Luther Huskey,3.41E+14,5699,28-Oct,Itabuna
Dawn D Barker,3.56E+15,995,25-May,ItaboraÌ_
Kareen Muniz,6.01E+15,511,25-Aug,Itabirito
Cynthia J Hines,3.57E+15,809,23-Jul,Itabira
Ricky Mcneese,4.82E+15,610,22-Oct,ItaberaÌ_
Juan Hardy,3.75E+14,8035,18-Dec,Itaberaba
Elenora H Redd,3.53E+15,380,23-Apr,Itabaianinha
Ricardo C Strickland,3.42E+14,6419,30-Apr,Itabaiana
Marion A Willett,6.01E+15,97,17-Nov,IrecÌ»
Joe U Coffey,4.77E+15,819,24-Mar,Irati
Charlyn G Mcavoy,3.79E+14,2503,25-Jan,IracemÌÁpolis
Dolores M Compton,3.57E+15,513,Jun-33,IporÌÁ
Wilmer N Marvel,5.33E+15,810,26-Jun,IpirÌÁ
Jeff E Landry,5.46E+15,467,19-Aug,IpiaÌ¼
Leonard Y Lovins,3.05E+13,422,Nov-33,IperÌ_
Jon S Hooper,5.23E+15,979,28-Feb,Ipatinga
Marquis P Downes,3.53E+15,209,12-Oct,Ipameri
Tom P Hudson,6.01E+15,501,28-Oct,Ipaba
Joseph K Crayton,3.81E+13,220,22-Jan,Inhumas
Bonnie Y Gaines,5.14E+15,651,29-Nov,Indaiatuba
Delta X Anaya,5.48E+15,197,19-Feb,Indaial
Justin Clay,4.57E+15,665,29-Oct,Imbituva
Monty U Arzola,3.58E+15,466,23-Jun,Imbituba
Julie Z Patterson,5.11E+15,72,26-Feb,IlhÌ©us
Tawny K Hammon,3.01E+13,444,27-Jul,Ilha Solteira
Norman M Mcdowell,3.57E+15,994,15-Jun,Ilhabela
Zola I Bergin,3.02E+13,220,11-Jul,IjuÌ_
Amy Bradshaw,3.40E+14,1092,Jun-36,Iguape
Marshall X Lemon,4.34E+15,942,26-Jun,Igrejinha
Brenda Cochran,5.44E+15,433,11-Oct,IgarapÌ©
Jared B Sexton,3.73E+14,1055,22-May,Igarapava
Don G Lewis,3.09E+13,332,9-Jun,IgaraÌ¤u do TietÌ»
Rico O Morse,3.42E+14,1961,24-Jul,IÌ¤ara
Theodore Conley,6.01E+15,491,25-Jan,Ibotirama
Rickie Eklund,3.06E+13,30,27-Nov,IbiÌ¼na
Carolyn V Cote,3.03E+13,562,14-Jul,Ibitinga
Jeniffer Lemons,3.48E+14,8745,30-Mar,IbiritÌ©
Maurice Howard,3.01E+13,579,10-Sep,Ibirataia
Fleta A Burd,4.29E+15,743,28-Mar,Ibirama
Elaine Z Richardson,3.54E+15,357,12-Aug,IbiporÌ£
Celine B Alanis,6.01E+15,73,26-Apr,IbicaraÌ_
William S Roberts,3.48E+14,7692,26-Jan,IbiÌÁ
Lovella Savoy,6.01E+15,136,18-Jan,IbatÌ©
Emily Mullins,4.69E+15,145,29-Nov,Ibaiti
Israel B Jasper,3.53E+15,358,20-Feb,IaÌ¤u
Pauline Miranda,6.01E+15,827,15-Jul,HortolÌ¢ndia
Carter O Wiser,3.06E+13,401,24-Feb,Herval
Chad T Miller,6.01E+15,316,19-Apr,Gurupi
Izola H Speck,6.01E+15,517,22-Mar,GuaxupÌ©
Bonnie R Ortega,6.01E+15,417,31-Aug,Guarulhos
Homer Sweat,4.83E+15,989,20-Dec,GuarujÌÁ
Troy Palmer,6.01E+15,188,20-Nov,Guariba
Karren Wysocki,3.06E+13,90,24-Mar,Guaratuba
George J Ingram,5.21E+15,168,27-Mar,GuaratinguetÌÁ
Jody O Huckaby,3.42E+14,792,11-Sep,Guararema
Vivian J Davidson,3.03E+13,82,Jul-35,Guararapes
Catina R Lacroix,3.04E+13,498,25-Apr,Guarapuava
Sara H Mckee,5.42E+15,549,21-Sep,Guarapari
Rey V Jenson,3.03E+13,202,20-Jan,GuaranÌ©sia
Lorraine Y Small,3.55E+15,598,13-Feb,Guaramirim
Eladia Jeffrey,3.02E+13,966,14-Apr,GuarÌÁ
Peggy R Walton,6.01E+15,638,31-Jul,GuaporÌ©
Mitchell J Meneses,3.71E+14,4762,24-Jan,Guapimirim
Herbert F Rutledge,6.47E+15,323,15-Jul,GuanhÌ£es
Mohammad Pifer,4.88E+15,433,21-Jun,Guanambi
Miguel K Freeman,3.58E+15,954,17-Jun,GuaÌ_ra
Russ Kilgore,4.45E+15,226,Jun-36,GuaÌ¤uÌ_
Regina W Mathews,5.15E+15,984,14-Mar,GravataÌ_
Leigh P Villalpando,5.41E+15,470,20-Jul,Governador Valadares
Brenda Espinoza,5.21E+15,240,28-Apr,Goiatuba
Vinnie A Toombs,3.06E+13,30,19-Jul,GoiÌÁs
Greg Terry,6.01E+15,347,19-Nov,Goianira
Prudence O Crissman,5.41E+15,698,Sep-33,GoiÌ¢nia
Ruby Grimes,3.02E+13,128,Apr-36,GoianÌ©sia
Jarvis Simonds,5.37E+15,130,Apr-35,Gaspar
Lisa Marks,3.58E+15,760,28-Sep,Garibaldi
Will A Markel,5.32E+15,565,27-Jan,GarÌ¤a
Renee A Strong,3.77E+14,8887,Nov-31,Gandu
Rick W Valladares,6.01E+15,507,22-Mar,Frutal
Annie Dalton,3.76E+14,2676,16-Apr,Frederico Westphalen
Jeraldine P Hosmer,3.79E+14,324,15-May,Franco da Rocha
Joel Lara,3.48E+14,3547,21-Aug,Francisco Morato
Lindsay W Roux,6.01E+15,240,25-Dec,Francisco BeltrÌ£o
Floyd Walton,4.81E+15,112,28-Apr,Franca
Mica Z Arevalo,4.94E+15,394,20-Dec,Foz do IguaÌ¤u
Eddie Harrington,3.55E+15,463,13-Dec,Forquilhinha
Karleen R Goldsmith,6.01E+15,417,17-May,Formosa
Jesse C Snyder,3.03E+13,514,17-Dec,Formiga
Erich B Mabe,6.01E+15,401,27-Jan,FlorianÌ_polis
Joann Y Deleon,4.60E+15,321,20-Dec,Flores da Cunha
Eliseo A Friesen,5.00E+15,801,28-Nov,Ferraz de Vasconcelos
Jane S Booker,3.44E+14,2407,26-Jul,FernandÌ_polis
Adolph R Mcguigan,3.41E+14,41,29-Aug,Feira de Santana
Judith Shields,6.22E+15,199,8-Oct,Farroupilha
Milton C Castro,5.16E+15,848,18-Dec,EunÌÁpolis
Edward G Mcguire,3.76E+14,6433,Jan-36,Euclides da Cunha
Roxane H Bolanos,6.01E+15,999,23-Nov,Estrela
Marvin Middleton,6.01E+15,819,Apr-31,Esteio
Damien G Dasher,6.01E+15,777,30-Dec,EstÌ¢ncia Velha
Randall C Cummings,6.01E+15,492,24-Jan,EstÌ¢ncia
Aracely N Mizell,6.23E+15,365,29-Jun,Esplanada
Deborah O Harrington,5.43E+15,327,18-Aug,Espinosa
Antonina Cornell,5.38E+15,312,26-Mar,Esmeraldas
Debra Z Wooten,4.56E+15,596,26-Apr,Erechim
Lanny B Barry,6.22E+15,404,22-Jan,Entre Rios
Katherine Mcbride,3.75E+14,1843,30-Apr,Encruzilhada do Sul
Angle Grow,3.05E+13,524,24-Feb,Encantado
Wendy Q Perez,3.03E+13,39,Aug-35,Embu GuaÌ¤u
Kristopher Y Gillen,3.57E+15,279,24-Sep,Embu
Gregory Y Flowers,5.29E+15,480,20-Aug,ElÌ_i Mendes
Antonina W Potts,4.86E+15,87,15-Dec,Duque de Caxias
Victoria Ingram,3.57E+15,170,Jun-32,Dourados
Adolfo K Larose,3.56E+15,129,May-35,Dom Pedrito
Aaron Tran,3.42E+14,8846,18-Feb,Dois Vizinhos
Noel G Hatch,6.57E+15,679,29-Jun,Dois CÌ_rregos
Teresa A Brennan,5.27E+15,854,24-Nov,DivinÌ_polis
Tyisha Derouen,3.72E+14,2498,16-Jan,Diamantino
Derrick B Baird,5.30E+15,218,14-Dec,Diamantina
David W Colbert,5.17E+15,561,17-Mar,Diadema
Oscar L Duffy,4.04E+15,818,24-Sep,Descalvado
Pinkie Z Canning,6.01E+15,317,18-Oct,Curvelo
Amber S Rivas,5.35E+15,872,17-Nov,Curitibanos
Ferdinand Mckeon,5.13E+15,918,25-Jun,Curitiba
Anne P Holman,3.79E+14,7442,22-Jun,CuiabÌÁ
Jonah Mansour,3.57E+15,215,29-Jan,CubatÌ£o
Florence K Nunez,6.01E+15,28,17-May,Cruzeiro do Oeste
Alec Engram,6.01E+15,997,31-Dec,Cruzeiro
Joseph U Guthrie,3.59E+15,48,28-May,Cruz das Almas
Sabine H Oneill,3.68E+13,523,24-Aug,Cruz Alta
Sylvia H Rhodes,3.58E+15,805,Nov-37,Cristalina
Dulcie I Quesenberry,3.04E+13,512,15-Aug,CriciÌ¼ma
Leroy T Brennan,5.34E+15,157,30-Jan,Cravinhos
Jerry S Crossland,6.57E+15,305,28-May,Coxim
Marion B Shannon,5.17E+15,392,24-Oct,Cotia
Lucie N Kaplan,3.09E+13,788,Dec-33,CosmÌ_polis
Ruby Kerr,3.43E+14,1573,25-Feb,Coruripe
Jeremiah Barnes,3.57E+15,691,16-Jun,CorumbÌÁ
Christopher P Savage,5.49E+15,719,10-Aug,Coronel Vivida
Damion Nolte,5.25E+15,835,9-Oct,Coronel Fabriciano
Manuel Edwards,3.74E+14,9288,19-Jun,Coromandel
Brigida B Sutphin,3.96E+13,498,Sep-32,CornÌ©lio ProcÌ_pio
Howard C Mack,6.01E+15,626,29-Oct,Corinto
Erich K Lines,5.12E+15,73,10-Jan,CordeirÌ_polis
Diane Z Hutchinson,3.75E+14,2500,28-Nov,Cordeiro
Kennith H Tirado,6.01E+15,508,14-Jun,Contagem
Florence O Stephens,3.10E+13,201,13-Aug,Conselheiro Lafaiete
Damien Bye,3.56E+15,53,22-Nov,Congonhas
Samuel Hancock,3.56E+15,436,26-Apr,Conde
Humberto Y Bryce,6.51E+15,864,20-Jan,ConcÌ_rdia
Suzanne Todd,3.01E+13,246,15-Mar,Conchal
Ronna J Chavers,6.44E+15,867,25-Feb,ConceiÌ¤Ì£o do CoitÌ©
Edwin V Molina,3.57E+15,639,30-Dec,ConceiÌ¤Ì£o do JacuÌ_pe
Anibal N Hudak,3.55E+15,704,22-Sep,ConceiÌ¤Ì£o das Alagoas
Valerie S Chandler,5.31E+15,489,30-Sep,ConceiÌ¤Ì£o da Feira
Royce Aquilar,6.01E+15,414,23-Jan,ConceiÌ¤Ì£o da Barra
Daniel A Poole,5.22E+15,877,29-Jul,Colorado
Jennell T Pugliese,3.57E+15,952,13-Feb,Colombo
Peter Ayala,3.57E+15,394,13-Apr,Colatina
Timothy B Sager,5.33E+15,305,28-Sep,Coaraci
Esther M Gallagher,4.70E+15,202,22-Jul,ClÌÁudio
Clemente Lillie,3.53E+15,635,28-Dec,CÌ_cero Dantas
Martha K Beard,3.42E+14,3435,Oct-36,Cianorte
Elmer Briscoe,3.76E+14,8371,19-Nov,Charqueadas
Norma H Buckley,4.66E+15,717,18-Sep,ChapecÌ_
Allyson D Dishman,3.49E+14,3935,24-Jan,Cerquilho
Julia K Camacho,3.54E+15,781,24-Aug,Ceres
Issac Z Mask,3.04E+13,513,18-Sep,Celso Ramos
Martha K Levine,3.05E+13,1,27-Aug,Caxias do Sul
Dario V Ramer,3.54E+15,39,10-Feb,Caxambu
Marilyn U Perkins,6.01E+15,231,28-Aug,Catu
Johnny Drews,3.54E+15,902,Aug-32,Catanduva
Sylvia Todd,3.57E+15,570,26-Oct,CatalÌ£o
Sean M Rendon,3.02E+13,742,28-Oct,Cataguases
Lorraine Reid,3.44E+14,9731,13-Apr,Castro
Katina X Angel,3.04E+13,769,Jul-35,Castelo
Frederick G Glenn,3.01E+13,279,29-Nov,CassilÌ¢ndia
Mica Chu,3.59E+15,819,30-Jul,Casimiro de Abreu
Sara Knight,5.22E+15,836,17-Sep,Cascavel
Mable R Cantu,5.13E+15,533,25-Jun,Casa Branca
Michelle R Garner,3.57E+15,378,30-May,Carmo do ParanaÌ_ba
Adolfo C Jara,6.01E+15,176,12-Jul,Carmo do Cajuru
Emma Berg,6.01E+15,847,Sep-32,Carlos Barbosa
Desmond Finkelstein,3.47E+14,8667,29-Dec,Carazinho
Leo King,4.72E+15,216,16-Nov,Caratinga
Fermin Blankenship,6.01E+15,65,14-Oct,CarapicuÌ_ba
Curtis Y Mccarty,4.53E+15,158,19-Feb,Carangola
Yolando Hepler,5.14E+15,660,25-Feb,CarandaÌ_
Yvonne O Martin,6.01E+15,932,Jul-34,Caraguatatuba
Donn Reiter,3.57E+15,668,22-Jul,Capivari
Ida E Farmer,3.96E+13,949,Aug-32,Capinzal
Rosella V Chism,4.59E+15,931,27-Apr,Capim Grosso
Philip Brown,3.53E+15,730,12-Nov,Capelinha
Deloris Fair,4.03E+15,916,28-Nov,Capela
Joe Silva,3.63E+13,728,17-May,CapÌ£o da Canoa
Neomi Z Logsdon,5.50E+15,337,Nov-36,CapÌ¢o Bonito
Eva C Rollins,3.04E+13,75,20-Oct,Canoinhas
Marcel D Posner,3.56E+15,930,18-Jan,Canoas
Florence L Sweeney,3.10E+13,935,30-Mar,CanguÌ¤u
Suzette X Trusty,6.01E+15,234,17-Apr,Canela
Angela N Gutierrez,4.79E+15,88,17-Nov,CÌ¢ndido Mota
Blaine C Newcomb,3.03E+13,76,10-Jan,CandelÌÁria
Charlotte Sexton,3.73E+14,1144,23-Dec,Canavieiras
Manuel Arguello,6.01E+15,772,22-Feb,Campo Verde
Carmen O Molina,3.73E+14,71,18-May,Campos Novos
Jefferey Z Lu,3.57E+15,675,24-May,Campos Gerais
Anne Hooper,4.39E+15,986,28-Feb,Campos do JordÌ£o
Shon M Grantham,5.29E+15,760,22-Feb,Campos Belos
Bonnie K Quinn,4.77E+15,393,16-Sep,Campos dos Goytacazes
Carey B Watanabe,3.45E+14,784,24-Nov,Campo MourÌ£o
Bryan N Tucker,3.09E+13,341,17-Sep,Campo Largo
Normand F Corwin,3.57E+15,640,Jul-32,Campo Grande
Christopher F Torres,3.43E+14,487,24-Oct,Campo Formoso
Delora Frazier,3.78E+14,766,Feb-30,Campo Belo
Joann Levine,3.55E+15,462,18-Apr,Campinas
Timmy Q Nadeau,3.53E+15,327,25-Jun,Campina Grande do Sul
Marion W Barr,3.65E+13,214,26-Oct,CambuÌ_
Dorene Roux,5.36E+15,242,17-Mar,CambÌ©
Ray C Ayers,3.73E+14,2787,Jun-36,CambarÌÁ
Yvette Y Berlin,3.71E+14,8725,21-Nov,CamaquÌ£
Chad Mccall,3.46E+14,2199,15-Feb,Camanducaia
Nickie X Stromberg,5.19E+15,951,23-Sep,CamaÌ¤ari
Frank Cunningham,4.24E+15,344,29-Mar,Caldas Novas
Aurelio M White,6.01E+15,620,24-Jun,Cajuru
Peter Joseph,3.04E+13,584,30-Aug,Cajati
Hoyt Kruger,4.42E+15,768,21-Jul,Cajamar
Vanessa R Merritt,3.57E+15,274,22-Feb,Caieiras
Joel Timmerman,4.95E+15,28,Feb-35,CaetitÌ©
Warren Q Avila,3.10E+13,97,20-Feb,CaetÌ©
Roman J Hauck,3.49E+14,3915,28-Nov,Cachoeiro de Itapemirim
Ernest V Bishop,5.41E+15,832,10-Jun,Cachoeirinha
Dennis Blackwood,6.01E+15,710,27-Jun,Cachoeiras de Macacu
Lisa Day,6.01E+15,335,28-Mar,Cachoeira do Sul
Chuck Foss,6.01E+15,214,28-Apr,Cachoeira
Gail E Gilmore,3.56E+15,268,24-Dec,CaÌ¤apava do Sul
Arlen B Chrisman,3.05E+13,617,23-Jul,CaÌ¤apava
